Country Name,Country Code,Indicator Name,Indicator Code,Year,Renewable Output
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,15.2987635527139
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,22.974879784574
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,5.6018922852984
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,8.21895737839502
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,99.9741664826673
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.928833515435169
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,39.3087237669337
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,6.58965102286402
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.367417878454319
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,10.8588465871834
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,7.50480671290682
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,73.4667900948855
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,93.4744129612447
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,56.6552100381888
Kiribati,KIR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,3.53430353430353
St. Kitts and Nevis,KNA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,3.906660928609
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,2.39361038266386
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0002951690662818
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,5.66805377720871
Liberia,LBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,21.2785853948823
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0205470419117453
St. Lucia,LCA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0234944005012139
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,59.780004990435
Lesotho,LSO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,99.926537398264
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,43.5531289374213
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,48.7757009345794
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,56.9196327911097
St. Martin (French part),MAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.1544227886057
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,15.6662417675802
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,7.01552106430155
Madagascar,MDG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,39.4572916666667
Maldives,MDV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.826419497018408
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,13.2974152863029
Marshall Islands,MHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.04538500764916
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,26.1407942238267
Mali,MLI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,74.04207581806
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.57974233673923
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,92.5659468571887
Montenegro,MNE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,63.4770595690748
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,2.45139442231076
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,98.6881994237084
Mauritania,MRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,4.81936611914202
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,20.6222299168975
Malawi,MWI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,98.8110433994894
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,9.48138751554052
New Caledonia,NCL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,20.5069961476277
Niger,NER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.8510158013544
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,18.0403441289603
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,52.3358943577431
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,11.9116796221588
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,97.6981696401933
Nauru,NRU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.638902035021297
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,74.6955746955747
Oman,OMN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0050684044053199
Pakistan,PAK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,31.8112629232484
Panama,PAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,60.7996204509935
Peru,PER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,52.6737932453753
Philippines,PHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,26.5405556219857
Palau,PLW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.26103404791929
Papua New Guinea,PNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,36.1050303279062
Poland,POL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,10.7618726455219
Puerto Rico (US),PRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.60418027311774
"Korea, Dem. People's Rep.",PRK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,62.0374208144796
Portugal,PRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,59.2373967062102
West Bank and Gaza,PSE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.373064726730088
French Polynesia,PYF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,25.6898608950445
Qatar,QAT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.231423791392639
Romania,ROU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,34.8111499796223
Russian Federation,RUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,17.4044757207117
Rwanda,RWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,67.5365853658537
Saudi Arabia,SAU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0140168875778304
Sudan,SDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,82.2131481841134
Senegal,SEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.42796967144061
Singapore,SGP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,3.85061808175773
Solomon Islands,SLB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,5.27914038775987
Sierra Leone,SLE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,61.9905268697737
El Salvador,SLV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,61.3246173469388
"Somalia, Fed. Rep.",SOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.08803165182987
Serbia,SRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,27.302755974622
South Sudan,SSD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0508474576271186
Sao Tome and Principe,STP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,91.6749116607774
Suriname,SUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,42.0406015037594
Slovak Republic,SVK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,23.1374861265261
Slovenia,SVN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,33.5633732844812
Sweden,SWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,54.0739916169385
Eswatini,SWZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,74.481546572935
Sint Maarten (Dutch part),SXM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0
Seychelles,SYC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,2.02231712357074
Syrian Arab Republic,SYR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,10.1956456002419
Turks and Caicos Islands,TCA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0
Chad,TCD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,3.28624535315985
Togo,TGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,47.1464968152866
Thailand,THA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,12.1677661124825
Tajikistan,TJK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,99.7429155711364
Turkmenistan,TKM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0166931637519873
Timor-Leste,TLS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.835479615553741
Tonga,TON,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,5.32620715075562
Trinidad and Tobago,TTO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0655444502893214
Tunisia,TUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,2.36721257957451
Turkiye,TUR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,28.8353931227462
Tuvalu,TUV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,3.2520325203252
Tanzania,TZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,31.3683330546731
Ukraine,UKR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,8.12174279878792
Uruguay,URY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,84.0385934819897
United States,USA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,13.0285802128985
Uzbekistan,UZB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,14.8171177761522
St. Vincent and the Grenadines,VCT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,16.2852918397522
"Venezuela, RB",VEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,65.9644055327852
British Virgin Islands,VGB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.646529952520457
Virgin Islands (U.S.),VIR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.208928964152188
Viet Nam,VNM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,48.6293021944302
Vanuatu,VUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,33.8132573057733
Samoa,WSM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,27.014975601548
Kosovo,XKX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,2.19606761374956
"Yemen, Rep.",YEM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,0.0539619092405361
South Africa,ZAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,1.73565741019162
Zambia,ZMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,99.8695196767919
Zimbabwe,ZWE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2013,54.8084595300261
Aruba,ABW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,17.6002094743503
Afghanistan,AFG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,85.4614747024191
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,53.4302704978423
Andorra,AND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,100.0
United Arab Emirates,ARE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.263563430434596
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,25.6716891813878
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,25.7659052781004
American Samoa,ASM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.5020366598778
Antigua and Barbuda,ATG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.187149095446039
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,14.6168601716305
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,82.5402212781564
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,5.98006308637981
Burundi,BDI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,85.4372535374623
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,18.4604038872424
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.14367816091954
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,6.21466666666667
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.51239107484746
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,16.7400715940198
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.034675081642388
"Bahamas, The",BHS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.176121967163518
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,36.7828589108911
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.73387073556931
Belize,BLZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,90.083023480874
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,29.0543242592146
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,72.5770927252724
Barbados,BRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.979935576512594
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0359520639147803
Bhutan,BTN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,99.9998604238926
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.104938271604938
Central African Republic,CAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,99.8370527807297
Canada,CAN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,63.1954620280532
Switzerland,CHE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,59.0078474555009
Chile,CHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,43.1190196882111
China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,22.0557011175979
Cote d'Ivoire,CIV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,23.0992034757422
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,63.3184446371784
"Congo, Dem. Rep.",COD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,98.519769543606
"Congo, Rep.",COG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,59.5914158305463
Colombia,COL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,65.0719129896443
Comoros,COM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,8.69565217391304
Cabo Verde,CPV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,22.210880119507
Costa Rica,CRI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,88.9891357541353
Cuba,CUB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,4.02024166064236
Curacao,CUW,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,17.0309633027523
Cayman Islands,CYM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0
Cyprus,CYP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,7.29747126436782
Czechia,CZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,11.8669731160329
Germany,DEU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,26.8208650442971
Djibouti,DJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.497512437810945
Dominica,DMA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,30.5638843215011
Denmark,DNK,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,55.8777032065623
Dominican Republic,DOM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,9.60800464037123
Algeria,DZA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.60914977740419
Ecuador,ECU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,49.1798321402123
"Egypt, Arab Rep.",EGY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,8.6535848453361
Eritrea,ERI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,5.8122866894198
Spain,ESP,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,40.9223064477361
Estonia,EST,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,11.1824682628957
Ethiopia,ETH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,77.5972091071241
Finland,FIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,38.5804329309484
Fiji,FJI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,49.2158597394242
France,FRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,17.4240636120725
Faroe Islands,FRO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,50.8185985592665
"Micronesia, Fed. Sts.",FSM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,3.42848512309319
Gabon,GAB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,35.0348171000441
United Kingdom,GBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,19.9592553440347
Georgia,GEO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,80.3716131520586
Ghana,GHA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,64.8856768424298
Gibraltar,GIB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0
Guinea,GIN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,60.301083012492
"Gambia, The",GMB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,2.00723922342876
Guinea-Bissau,GNB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0
Equatorial Guinea,GNQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,11.053089643168
Greece,GRC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,24.3841185560883
Grenada,GRD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.577833125778331
Greenland,GRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,73.9119437769869
Guatemala,GTM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,65.2737837837838
Guam,GUM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.154793274173156
Guyana,GUY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,7.83902180715352
"Hong Kong SAR, China",HKG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.231964066146395
Honduras,HND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,40.6083071721806
Croatia,HRV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,74.1792828685259
Haiti,HTI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,8.94777562862669
Hungary,HUN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,10.7166615651464
Indonesia,IDN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,14.5086391000202
India,IND,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,15.8631842012333
Ireland,IRL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,25.4903706534199
"Iran, Islamic Rep.",IRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,5.13713680177999
Iraq,IRQ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,4.40908219683008
Iceland,ISL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,99.9873089444353
Israel,ISR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.58584513179748
Italy,ITA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,43.7427339034475
Jamaica,JAM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,7.13991270611057
Jordan,JOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.36674696156794
Japan,JPN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,12.3603682310134
Kazakhstan,KAZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,8.7306263770853
Kenya,KEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,77.1617567126862
Kyrgyz Republic,KGZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,91.2544606093879
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,60.0397350993377
Kiribati,KIR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,6.25
St. Kitts and Nevis,KNA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,4.69888121875744
"Korea, Rep.",KOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,2.52440823467489
Kuwait,KWT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0050353085661651
Lebanon,LBN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.20402826461915
Liberia,LBR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,21.5520162656727
Libya,LBY,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0206461530306644
St. Lucia,LCA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.0421507415896098
Sri Lanka,LKA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,52.7744161784768
Lesotho,LSO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,99.9272769027616
Lithuania,LTU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,50.0341141687514
Luxembourg,LUX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,49.197705802969
Latvia,LVA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,54.5329830706363
St. Martin (French part),MAF,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.33461402355796
Morocco,MAR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,13.7481962973047
Moldova,MDA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,6.24010406987549
Madagascar,MDG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,41.6120943952802
Maldives,MDV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.35728085398998
Mexico,MEX,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,17.5321613957114
Marshall Islands,MHL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,1.7179384738314
North Macedonia,MKD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,24.0353554149609
Mali,MLI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,69.365553348505
Malta,MLT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,3.36035634743875
Myanmar,MMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,73.2191866527633
Montenegro,MNE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,55.2048534509928
Mongolia,MNG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,3.76767113095238
Mozambique,MOZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,98.7634232264334
Mauritania,MRT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,5.09783183500793
Mauritius,MUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,20.3517194416071
Malawi,MWI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,98.8487378990806
Malaysia,MYS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,9.8581474198142
New Caledonia,NCL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,11.6704585083946
Niger,NER,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,2.21218961625282
Nigeria,NGA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,15.0193983351993
Nicaragua,NIC,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,54.534188034188
Netherlands,NLD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,11.2692873314112
Norway,NOR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,97.673290131718
Nepal,NPL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,98.8263852242744
Nauru,NRU,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,0.749583564686285
New Zealand,NZL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2014,79.512594343912
